day_mon_year,count
2022-04-13,118852
2022-04-14,116529
2022-04-15,110367
2022-04-16,114523
2022-04-17,111367
2022-04-18,123314
2022-04-19,122670
2022-04-20,128648
2022-04-21,130593
2022-04-22,128684
2022-04-23,124129
2022-04-24,122392
2022-04-25,123956
2022-04-26,123545
2022-04-27,127422
2022-04-28,128592
2022-04-29,115762
2022-04-30,113750
2022-05-01,101747
2022-05-02,99840
2022-05-03,102134
2022-05-04,103971
2022-05-05,103681
2022-05-06,105761
2022-05-07,101257
2022-05-08,99732
2022-05-09,100901
2022-05-10,105073
2022-05-11,103984
2022-05-12,102518
2022-05-13,102195
2022-05-14,98700
2022-05-15,98030
2022-05-16,100072
2022-05-17,105988
2022-05-18,102648
2022-05-19,108513
2022-05-20,111545
2022-05-21,111009
2022-05-22,110330
2022-05-23,110247
2022-05-24,107048
2022-05-25,110069
2022-05-26,113849
2022-05-27,115168
2022-05-28,111815
2022-05-29,110576
2022-05-30,114356
2022-05-31,114607
2022-06-01,111653
2022-06-02,108556
2022-06-03,117196
2022-06-04,112259
2022-06-05,111920
2022-06-06,110182
2022-06-07,106236
2022-06-08,107776
2022-06-09,109891
2022-06-10,106658
2022-06-11,107381
2022-06-12,109095
2022-06-13,108575
2022-06-14,108695
2022-06-15,114289
2022-06-16,118679
2022-06-17,118849
2022-06-18,117793
2022-06-19,109737
2022-06-20,113467
2022-06-21,112671
2022-06-22,115662
2022-06-23,113500
2022-06-24,113531
2022-06-25,116884
2022-06-26,114032
2022-06-27,110657
2022-06-28,109694
2022-06-29,111614
2022-06-30,115544
2022-07-01,117849
2022-07-02,117469
2022-07-03,118235
2022-07-04,120182
2022-07-05,122686
2022-07-06,117236
2022-07-07,120232
2022-07-08,120934
2022-07-09,115318
2022-07-10,115339
2022-07-11,115112
2022-07-12,115494
2022-07-13,114125
2022-07-14,117754
2022-07-15,119829
2022-07-16,116152
2022-07-17,118645
2022-07-18,117555
2022-07-19,119229
2022-07-20,122604
2022-07-21,124242
2022-07-22,125031
2022-07-23,123797
2022-07-24,125975
2022-07-25,126109
2022-07-26,124551
2022-07-27,129242
2022-07-28,132618
2022-07-29,129191
2022-07-30,124432
2022-07-31,122148
2022-08-01,130648
2022-08-02,136702
2022-08-03,140098
2022-08-04,139712
2022-08-05,135681
2022-08-06,136883
2022-08-07,127667
2022-08-08,133125
2022-08-09,126938
2022-08-10,134760
2022-08-11,133870
2022-08-12,138790
2022-08-13,137169
2022-08-14,141341
2022-08-15,129581
2022-08-16,138033
2022-08-17,141867
2022-08-18,144280
2022-08-19,142373
2022-08-20,138901
2022-08-21,141160
2022-08-22,136381
2022-08-23,132794
2022-08-24,132255
2022-08-25,134430
2022-08-26,139908
2022-08-27,141055
2022-08-28,139629
2022-08-29,141717
2022-08-30,142093
2022-08-31,141235
2022-09-01,138100
2022-09-02,136642
2022-09-03,128863
2022-09-04,127671
2022-09-05,124133
2022-09-06,143684
2022-09-07,146345
2022-09-08,146812
2022-09-09,141031
2022-09-10,139138
2022-09-11,146040
2022-09-12,141244
2022-09-13,135683
2022-09-14,125475
2022-09-15,129731
2022-09-16,141826
2022-09-17,136342
2022-09-18,130872
2022-09-19,123030
2022-09-20,137495
2022-09-21,171477
2022-09-22,133152
2022-09-23,143566
2022-09-24,144505
2022-09-25,147105
2022-09-26,142950
2022-09-27,141087
2022-09-28,145537
2022-09-29,147108
2022-09-30,150214
2022-10-01,145367
2022-10-02,134778
2022-10-03,130342
2022-10-04,127813
2022-10-05,130603
2022-10-06,136945
2022-10-07,136876
2022-10-08,136819
2022-10-09,122611
2022-10-10,137379
2022-10-11,135408
2022-10-12,134420
2022-10-13,148225
2022-10-14,135064
2022-10-15,122491
2022-10-16,112281
2022-10-17,108508
2022-10-18,129836
2022-10-19,138361
2022-10-20,188261
2022-10-21,215599
2022-10-22,216182
2022-10-23,207259
2022-10-24,213960
2022-10-25,221355
2022-10-26,239070
2022-10-27,235422
2022-10-28,198972
2022-10-29,188755
2022-10-30,172682
2022-10-31,174558
2022-11-01,166156
2022-11-02,181827
2022-11-03,208320
2022-11-04,197866
2022-11-05,218327
2022-11-06,251109
2022-11-07,239187
2022-11-08,243150
2022-11-09,239013
2022-11-10,225241
2022-11-11,226888
2022-11-12,197000
2022-11-13,203014
2022-11-14,215030
2022-11-15,213682
2022-11-16,209761
2022-11-17,202036
2022-11-18,196220
2022-11-19,216068
2022-11-20,213199
2022-11-21,221574
2022-11-22,225830
2022-11-23,222268
2022-11-24,225288
2022-11-25,234585
2022-11-26,207228
2022-11-27,192031
2022-11-28,174373
2022-11-29,149476
2022-11-30,142862
2022-12-01,144009
2022-12-02,163859
2022-12-03,161007
2022-12-04,147136
2022-12-05,176169
2022-12-06,190124
2022-12-07,209254
2022-12-08,219060
2022-12-09,207054
2022-12-10,197484
2022-12-11,179174
2022-12-12,188660
2022-12-13,166372
2022-12-14,169158
2022-12-15,173891
2022-12-16,146551
2022-12-17,116498
2022-12-18,137289
2022-12-19,169968
2022-12-20,167494
2022-12-21,148653
2022-12-22,138619
2022-12-23,131480
2022-12-24,134436
2022-12-25,142853
2022-12-26,173294
2022-12-27,173392
2022-12-28,166543
2022-12-29,159290
2022-12-30,157417
2022-12-31,156776
2023-01-01,148642
2023-01-02,155147
2023-01-03,156152
2023-01-04,173219
2023-01-05,175159
2023-01-06,168845
2023-01-07,161088
2023-01-08,179455
2023-01-09,187101
2023-01-10,171055
2023-01-11,172637
2023-01-12,162152
2023-01-13,142028
2023-01-14,131250
2023-01-15,101128
2023-01-16,109834
2023-01-17,120350
2023-01-18,121030
2023-01-19,116064
2023-01-20,97904
2023-01-21,88644
2023-01-22,92162
2023-01-23,92562
2023-01-24,87550
2023-01-25,103410
2023-01-26,119306
2023-01-27,101430
2023-01-28,113068
2023-01-29,137766
2023-01-30,157704
2023-01-31,165748
2023-02-01,159240
2023-02-02,154028
2023-02-03,173897
2023-02-04,169505
2023-02-05,166849
2023-02-06,176246
2023-02-07,166500
2023-02-08,176534
2023-02-09,167433
2023-02-10,183833
2023-02-11,178051
2023-02-12,156297
2023-02-13,153473
2023-02-14,139455
2023-02-15,152745
2023-02-16,170176
2023-02-17,194737
2023-02-18,189702
2023-02-19,162008
2023-02-20,165028
2023-02-21,177842
2023-02-22,187029
2023-02-23,187027
2023-02-24,177587
2023-02-25,161092
2023-02-26,149581
